ID,Book ID,Book Title,Type,Title,Details,Study Level,Date Added,Is Kindle Highlight,Kindle Location
9982DBA3-E059-417F-950C-3726F19AF14C,E6DpzgEACAAJ,How to Inhabit Time,Quote,,"The fact that insight arrives late doesn't release us from the burden of discernment. Nor should insight be dismissed be- cause it is almost always hindsight. The Spirit- Hegel's Geist— calls to us in history. Discernment is first and foremost not a matter of explaining history but looking to forge forms of life in concert with the Spirit's unfolding redemption in time. Charles Taylor tries to capture this when he says that, for Hegel, the movement of the Spirit is ""in train"" and ""it is incumbent on men to recognize and live in relation to it."" The movement of the Spirit is something to be joined, which requires something of us. ""To recognize one's connection with Geist is ipso facto to change oneself and the way one acts.""* And for Hegel, religious transformation is at the heart of this: a change in reality is inter- twined with a change in consciousness.",1,"Mar 24, 2024",No,0
1211BDA5-0D2A-4262-AF7B-9A417FBFB230,E6DpzgEACAAJ,How to Inhabit Time,Quote,,"There is an important difference between imagining history as a blank slate for our accomplishments and imagining it as a symphony we are asked to play a role in. Taylor's concluding comment is dense but worth considering carefully: ""There is a difference ... between a view which sees widespread willed social and political transformation as something to be done by those who would achieve regeneration and a view which sees the relevant social and political transformations as needing to be discerned and hence accepted and lived in the right spirit.""33 There's a difference between believing we are the ones we've been waiting for and realizing we are called to join the Spirit of God coursing through history.",1,"Mar 24, 2024",No,0
5285CA0F-2ABB-4F46-8B6D-F6CC8C2F053A,E6DpzgEACAAJ,How to Inhabit Time,Quote,,"Recognition of our situation is the first step. The dawning of a new consciousness is the beginning of a new day. For Niebuhr, it is our failure to recognize this irony of the human condition- the way our actions outstrip our intentions that leads to hubris. Re- ality is only too happy to refute such pride. That's why Niebuhr emphasizes that recognition is the beginning of wisdom. Every time our pretensions crash up against a recalcitrant reality, we are being invited to the humility of recognition. Being humiliated by reality can, of course, be an occasion for entrenched fury, a fundamental resentment that the world and time will not con- form to our pretensions. But there is always the possibility that such humiliation could be a portal to humility, to a recognition of our limits. Recognition can break the spell: ""Consciousness of an ironic situation tends to dissolve it.",1,"Mar 24, 2024",No,0
0B666DDB-F44A-4AC9-AA8C-E78EB115F9FC,E6DpzgEACAAJ,How to Inhabit Time,Quote,,"This book is an invitation to a new consciousness of how to inhabit time. ""Consciousness of an ironic situation tends to dissolve it"": that doesn't mean it solves our problems, nor does it absolve us from our limits. Recognition doesn't lift us above the vicissitudes of history. It only makes us newly attentive to our conditioning, perhaps less confident in the purity of our good intentions and more conscious of our limited purview, our mixed motives, the ways even our best plans can unravel in unintended consequences in a future we can never control.",1,"Mar 24, 2024",No,0
7FDFC266-72D8-4E31-B619-859AF77E36FD,E6DpzgEACAAJ,How to Inhabit Time,Quote,,"Discernment always entails risk. Though the work of discern- ing must be communal, there will never be uniform agreement. The work of discernment is never finished because the Spirit is always afoot in history. To become attuned to the Spirit's song is to change your life. ° as сор ton 49",1,"Mar 24, 2024",No,0
C99F8CCA-2850-4B75-B560-60A52D737164,e5rWEAAAQBAJ,Remaking the World,Quote,," It is anything but normal. For the previous thousand years, the living standards of the average human had hardly changed. History had consisted of small, incremental improvements in productivity and wealth, which were quickly swallowed up by a rise in population. A new crop, tool, or technique was introduced; productivity went up, causing a brief increase in standards of living; people took advantage by having more children, or by nurturing more of them through to adulthood; so average living standards went back down again.",1,"Mar 28, 2024",No,0
FD314A7A-BE9C-47E0-A729-0E4CA2BDAA42,e5rWEAAAQBAJ,Remaking the World,Quote,," All four of these broad approaches to explaining the ""great enrichment"" institutions, socioeconomics, culture, and geography-have some truth to them, even if some are more foundational than others (as we shall see). And all four of them go back, in principle if not in detail, to people who were working and writing in 1776, before anyone knew the great enrich- ment had even started.",1,"Mar 28, 2024",No,0
DB1FF598-A3A6-4F01-8452-81400BD5AB69,e5rWEAAAQBAJ,Remaking the World,Quote,," Niall Ferguson makes a similar point in Civilization. The European conquest of the Americas represents one of the great natural experi- ments in history: impose British rule on North America, and Spanish and Portuguese rule in South America, and see which one does better economically.? The results are obvious. And this is not because the land the north is more fertile or bountiful than the south. Quite the oppo- site, in fact: the early British colonies in the north faced continual risk of starvation, while the Spanish to the south were planting tropical gardens and mining mountains of silver. The key difference, Ferguson argues, was institutional. The north had enumerated property rights, representative government, religious pluralism, and the rule of law. The south had none of these things; each of them had been opposed by Simón Bolívar, El Libertador himself.2 North and South America have been on different political and economic trajectories ever since. And we could say similar things about North and South Korea, East and West Germany, Botswana and Zimbabwe, and others.",1,"Mar 28, 2024",No,0
4BEB565A-4624-4B1E-8DF6-BCE036C97F14,e5rWEAAAQBAJ,Remaking the World,Quote,,"So did European GREED cause ""the great escape""? Yes and no. Yes, in that industrialization, globalization, enrichment, and divergence would not have happened in the way that they did without it (if indeed they had hap- pened at all. Much as we might want to, we cannot disentangle the story of modern economic growth from the guns, resource extraction, enslave- ment, and death that made much of it possible. But also no, in that even if these things were necessary for the great enrichment— and there is plenty of debate about that-they were clearly not sufficient for it. Early moder Europeans were not, alas, the first people in history to subdue other nations with superior weaponry, expropriate their resources, enslave or kill their peoples, and leverage these things for economic gain. They weren't even the only people doing this in the eighteenth and nineteenth centuries. So if we are looking to explain the great enrichment, as opposed to merely describing it, we need to go deeper. We need to enter the realm of ideas, beliefs, and culture.",1,"Mar 28, 2024",No,0
39DEC7A5-15C0-4364-A1EF-4570E37C81DC,e5rWEAAAQBAJ,Remaking the World,Quote,," Three factors were particularly significant. The first was Christianity, whose influence on the psychology, sociology, eschatology, and theology of Western Europeans over the course of a millennium or more can scarcely be exaggerated. Psychologically, as we saw from Joseph Henrich's work in chapter 2, we can thank the Roman Catholic Church and its theology of marriage for the ""highly individualistic, self-obsessed, control-oriented, nonconformist and analytical"" way our brains work.* Sociologically, the",1,"Mar 28, 2024",No,0
705F6625-31EE-4FF6-897D-788C3D8651F9,u0W4zg1OzBEC,The Bonfire of the Vanities,Quote,Father Realization,"and in that moment, Sherman made the terrible discovery that men make about their fathers sooner or later. For the first time he realized that the man before him was not an aging father but a boy, a boy much like himself, a boy who grew up and had a child of his own and, as best as he could, out of a sense of duty and, perhaps, love, adopted a role called being a father so that his child would have something mythical and infinitely important: a Protector, who would keep a lid on all the chaotic and catastrophic possibilities of life. And now that boy, that good actor, had grown old and fragile and tired, wearier than ever at the thought of trying to hoist the Protector's armor back onto his shoulders again, now, so far down the line.",1,"Mar 30, 2024",No,0
6ABC6F8A-D06D-4CCE-9377-A82797A4F268,e5rWEAAAQBAJ,Remaking the World,Quote,," eleventh and twelltn centura one of the comin systems in which history ant pas) "" And theoleven a steadyded a Golden Age in the distaThe implications for Western culture are obvious. If you put control. oriented, analytic people in an individualistic, urban environment, give them a sense that the world will one day be better than it is now, and suffuse them with a deep conviction that there is an intelligence behind all things whose secrets are just waiting to be unveiled, then you would expect such a society to value novelty and discovery-even if most of them remain religiously devout farmers. Give them a few centuries, and you might even expect them to produce Ben Franklin. The second factor is what Yuval Noah Harari calls ""the discovery of ignorance."" Human beings do not tend to explore or experiment when we think we know everything worth knowing. We are inclined to preserve our knowledge, teach it to our children, and record it for posterity.",1,"Apr 12, 2024",No,0
3FCF167E-CE2A-4832-BDE3-3F27C753767C,e5rWEAAAQBAJ,Remaking the World,Quote,,"The more people knew, the more they realized they didn't know, and the more motivated they became to find out.",1,"Apr 12, 2024",No,0
F019AB5E-641C-4AF7-94E7-FCA1BEE6AB77,e5rWEAAAQBAJ,Remaking the World,Quote,," Rivalries ensure that creative types have plenty of options. If a heavy- handed ruler takes exception to a particular idea, the writer in question can simply move abroad and write there—as many leading thinkers did, including Bayle, Calvin, Descartes, Galileo, Hobbes, Locke, Raynal, and Voltaire. If an Italian explorer's madcap scheme to sail across the Atlantic to India is rejected by the Portuguese, then he can pitch it to the Spanish instead. Even the conflict between skeptical Enlighteners and traditional Christianity was ideologically fertile. And this environment of nonstop competition was integral to the rise of modern commerce, war, science, industry, and statecraft in Europe. None of it could have emerged under a hegemonic empire that could ""flip the switch off"" and summarily decide to change the syllabus, cancel overseas voyages, destroy observatories, or ban printing. In the end, Scheidel argues, this competitive fragmentation is the cause that stands behind all the other explanations that have been put forward for the great enrichment, including institutions, GREED, and culture. He offers it as a fundamental axiom: ""without polycentrism, no modernity.""",1,"Apr 12, 2024",No,0
2CA58245-4805-4D17-8F24-68E686C3FA9E,e5rWEAAAQBAJ,Remaking the World,Quote,," When the citadel of the human heart is taken by grace, the enemy's colours are displaced; satan's usurped authority is superseded; the standard of the cross is erected on the walls; and the spiritual rebel takes the vow of willing allegiance to Christ, his rightful sovereign? From the moment of conversion, grace introduces a total change. The renewed sinner abhors himself, as in dust and ashes, for all that he has done, and can never sufficiently adore, admire, and revere that infinite goodness which, instead of turning him into hell, has turned him to God, and made him a living monument, not of deserved vengeance, but of unmerited mercy.® And may such of us, as are awakened by grace, to the experimental knowledge, love, and imitation of Christ, be led, farther and deeper, into acquaintance with God, and communion with his blessed Spirit: gaining, day by day, brighter evidences of our election to eternal life, and more substantial marks of our interest in the covenant of grace.?",1,"May 4, 2024",No,0
374CD91A-BD6F-4B33-B3D9-9BAD2D70B43A,e5rWEAAAQBAJ,Remaking the World,Quote,,"Luxury Employd a Million of the Poor, And odious pride a million more. Envy itself, and vanity Were ministers of industry... Thus vice nursed ingenuity Which, joined with time and industry, Had carried lifes conveniencies, Its real pleasures, comforts, ease, To such a height, the very poor Lived better than the rich before.

Bernard Mandeville",1,"May 18, 2024",No,0
FA96B091-B3CF-4F20-A852-4D38F5C9FF06,e5rWEAAAQBAJ,Remaking the World,Quote,," One of those features is the sheer level of privilege that most WEIRDER people have experienced. If you live in grinding poverty, facing the daily threat of war and disease, and desperately trying to eke enough out of the ground or the workshop to feed your family until you die at the age of thirty, there is very little time to worry about whether you have ""done enough"" to justify your place on earth, let alone your place in history. But if you are healthy, educated, safe, and rich, with bountiful opportunities and many decades in which to pursue them, the question of legacy looms large (which you can see if you spend any time around high-net-worth individuals, or even graduates in their forties). Have I made the best use of the gifts I was given? Will I leave the world a better place than I found it? Did I make a mark? Have I done enough? Will they tell my story? The pressure of privilege is very real. With great power comes great responsibility, and as Spider- man knows very well, that responsibility can become a burden. The more privileged you are, the more tempting it is to seek justification by works.

Page 277",1,"May 18, 2024",No,0
51AADE0F-4268-4B31-8221-F9D6C9CDD73B,e5rWEAAAQBAJ,Remaking the World,Quote,,"Those cries for grace are a marvelous opportunity for the contemporary church, because they are answered, uniquely, and fulsomely, in the Christian gospel. Grace has always been one of Christianity's most striking features. The claim that God in Christ takes the sin and death of the world upon himself, in order that he might freely and incongruously give his righteous- ness and life to those who do not deserve it, is without parallel in any other system of belief, religious or otherwise.' In a world powered by works and measured by achievement, there is something deeply refreshing about the unmerited, transforming favor of God, given without regard to the worth of the recipient. Rebellious wastrels return home to red-carpet welcomes; work-shy vineyard workers receive far more than they deserved; tax col- lectors and sinners enter ahead of Pharisees and Bible teachers; last-minute converts enter paradise on the same terms as everybody else. The message is entirely pitched at those whose works do not measure up. As preachers never tire of pointing out, there is a chasm of difference between the last words of the Buddha (""Strive with earnestness!"") and the dying words of Christ (""It is finished!"") 279",1,"May 18, 2024",No,0
14EED1BC-D8AA-4F7E-9D27-4006442271A7,CSipEAAAQBAJ,Regime Change,Quote,,"Meanwhile, the noncredentialed, the working class, the denizens of the service economy, servant class to the neo-aristocrats, and generally engaged in nondegreed work, have earned disdain for a variety of moral failings related to their economic status resulting from failure to make the cut, social pathologies that are deemed to be de- served, and most fundamentally for benighted views on race, gender, sexuality, and reproduction. 

. From the pages of J.S. Mill's discussions of ""harm principle"" has arisen a new titanic form of power and control in which the most powerful individuals of mod- ern liberal society, controlling the main levers of social, political, and economic control in its main institutions, extend and expand their power through domination over those at the periphery by claims that they are the true oppressors.",1,"Aug 2, 2024",No,0
B677484D-7217-4B45-B6F9-0DACD2847CEC,CSipEAAAQBAJ,Regime Change,Quote,," REGIME CHANGE 58 millions of dollars of advertising and publicity. Why step into a heated political debate and unnecessarily turn half of your customers away? Through this episode, and an expanding number like it, we witness the deepening alliance between the libertarian economism of classi. cal liberalism and experimental social libertarianism of progressive liberalism -the wedding of John Locke and John Stuart Mill, as it were. A progressivist ideology that is increasingly manifest in the world's most wealthy and powerful economic actors is deeply aligned with, and seeks to promote, the individual expressivism of a managerial class that is defined by mobility, ethical flexibility, liberalism (whether economic or social), a consumerist mentality in which choice is paramount, and a ""progressive"" outlook in which rapid change and ""creative destruction"" are the only certainties. They successfully overturned a legislative act by a sovereign political entity, not by persuading its citizens, but by strong. arming its political leaders with the threat of economic devastation and heedless destruction of reputation. They succeeded in circumventing the democratic will of the citizens of Indiana in the name of ""democ- racy."" They did so to advance the vision of human good among the managerial class at the expense of, and intended destruction of, the ""traditional values"" of disadvantaged, poor, average citizens in an economically tenuous situation in the Midwestern town of Walkerton. They did so by claiming they were protecting the powerless while threatening destruction of those clinging to a precarious life on the periphery of modern American progress. Memories Pizza was condemned for even notional support of ""traditional marriage""; Apple and Eli Lilly were praised for undoing a duly enacted piece of democratic legislation. A complete asymmetry of power existed between the progressive elite and those entities that supported ""traditional values"" —whether they were relatively weak states, like Indiana, or small, family-owned busi- nesses, like Memories Pizza. The powerless were tagged as the oppressors by the likes of Apple, Amazon, Microsoft, and The New York Times. Even as the power, wealth, and influence of those in the ""party of T progress"" have penetrated mount to eliminate every sented as a ""choice"" at the be free and a self-making ment, one that was now i tive. Corporations threv stances in support of au the case at the front lines corporations lining up i ""reproductive health."" A by limiting the ""despot to force all into expres limiting belief. All were natural family. This last stage of n visible today in the ri individualism, anti-cu institutions in contem against religious beli powers operate as an contemporary huma shaping perception t lier generation of cor were at the forefront world, today's corp Meta) at once advar other, while suppor conquest of the last traction of fossil fu from menial tasks, annual forms-is reality, gnostic mi",1,"Aug 2, 2024",No,0
05555E62-05AB-488C-A59F-9FB4E812E1CC,CSipEAAAQBAJ,Regime Change,Quote,," Universities that were are ivation of principles of justice in must protect liberty through the cultivation of principles of justice and vir: tue are today in the forefront of advancing new principles of despotism. But they are only the launching pads for those who will carry those teachings into the wider society. A New, Doubtless Very Different Kind of Tyranny Elite universities and their imitators are the training grounds of the new elite but, for most graduates, not their final destination. Rather, these credentialing centers are the launching pads for a managerial elite who will go on to occupy critical positions in key institutions, ranging from bureaucracy to business, from entertainment to NGOs, from media to journalism, from art to architecture. Some will remain in academe, a place of remarkable intellectual conformity, where they will assume the role of elite formation. These educational institutions help shape the worldviews and expectations of the managerial ruling class, who then deploy to a variety of settings where those lessons come to shape most of the main organizations that govern daily life: government bureaucra- early years wo legiate lifestyle denizens of th and generally variety of mor failure to mak served, and m sexuality, and individual exp this status rece these aims in t and zealots. A has been incre religious tradi believers, with power directed J. S. Mill's disc of power and c ern liberal soci economic cont power through they are the tru This power gressivism in b",1,"Aug 24, 2024",No,0
D5A124E0-0556-458E-A3D1-21A134E214C5,CSipEAAAQBAJ,Regime Change,Quote,," A New, Doubtless Very Different Kind of Tyranny Elite universities and their imitators are the training grounds of the new elite but, for most graduates, not their final destination. Rather, these credentialing centers are the launching pads for a managerial elite who will go on to occupy critical positions in key institutions, ranging from bureaucracy to business, from entertainment to NGOs, from media to journalism, from art to architecture. Some will remain in academe, a place of remarkable intellectual conformity, where they will assume. the role of elite formation. These educational institutions help shape the worldviews and expectations of the managerial ruling class, who then deploy to a variety of settings where those lessons come to shape most of the main organizations that govern daily life: government bureaucracies, law firms, media, journalism, corporate sports management, phil- anthropic institutions, and corporate offices and boards. As Andrew Sullivan has written, ""We all live on campus now.”",1,"Aug 24, 2024",No,0
3E16D155-7B34-4CD2-94F7-81E9BC2AADB8,CSipEAAAQBAJ,Regime Change,Quote,,"In the early stages of liberalism, ""the market"" exercised indirect influence through the ""flat- tening"" of boundaries and borders, the commodification of all cultural forms, and the introduction of market forces into every area of life."" In recent years, leading economic actors have increasingly exercised hard, direct power in order to advance and effect cultural change. The two sides of liberalism-economic and social libertarianism-are revealed to be identical, monolithic, and eager to deploy power in the name of enforc- ing individual expressivism. Their power perceptibly takes the form of unassailable force by an oligarchic minority capable of the effective de- struction of opponents through exertion of economic power, sanctioned public opinion, and professional reputation. Actual control of political institutions is adjacent to this power, and where democratic resistance is encountered, it meets this new hegemony on an uneven battlefield. c 01",1,"Aug 24, 2024",No,0
CB224AD0-EC6E-4C00-9134-35FC7A09390E,CSipEAAAQBAJ,Regime Change,Quote,,"New York Times columnist Frank Bruni noticed the general trend of corporate support of progressive causes-including gay marriage and permissive immigration practices and policies-and spared no praise for such corporate behemoths as Apple, Amazon, and Facebook in a 2015 column entitled ""The Sunny Side of Greed.""36 He noted that these companies were acting in their best interest by ensuring that ""laws and local customs don't prevent them from attracting and retaining the best work force."" Bruni recognized that capitalism necessarily displaces local practices and beliefs in favor of a universalized commercial ethos, and approvingly noted that corporations were often more progressive than the places they were quartered and to whom they sought to sell their goods and services. In such cases, the exercise of raw corporate power was to be preferred to legitimate political governance; thus, the spectacle of a left spokesman praising corporations over democracy, since they exhibit ""greater sensitivity to diversity, social justice, and the changing tides of public sentiment than lawmakers often manage to.""",1,"Sep 2, 2024",No,0
6C533E5A-2B2F-459A-B26A-A64D29E3A1C0,CSipEAAAQBAJ,Regime Change,Flash Card,," Bruni approvingly quoted consultant Bradley Tusk, who noted that such corporations are ""ultimately more responsive to a broader group of voters-customers-than politicians are."" A consumer ethos, fed and shaped by corporate commitments, was now seen as more fundamental than the kinds of beliefs and dispositions necessarily shaped by a shared civic and political life. It was an endorsement of corporate influence and even rule when democracy does not conform to liberal priorities.",1,"Sep 2, 2024",No,0
67A58A45-7149-41B4-994E-C410EE521306,CSipEAAAQBAJ,Regime Change,Quote,,"Conservatism thus appears to be nothing other than a commitment to a slower rate of change—albeit largely in the social domain-while, at the same time, insisting upon conditions of accelerating change in the economic domain. Such a conclusion —that ""conservatism"" is largely a variable label reflecting a relativist stance that cannot, in fact, lead to commitments

Page 67",1,"Oct 23, 2024",No,0
B2169B6C-D3BD-4B18-9DB4-403F3F7B0B1A,CSipEAAAQBAJ,Regime Change,Quote,," Yet it remains, for better or worse, the best descriptor of a position that, understood as a set of substantive commitments, is fundamentally opposed to liberalism-including the ""classical liberalism"" that assumed the label ""conservative."" While that usage may have permanently linked the concept of ""conservatism"" with a variant of ""liberalism,"" the grow- ing recognition that such ""liberal conservatism"" does not in fact ""con- serve"" very much opens a prospect for redefinition. The very label might be repurposed in the effort to reconstitute the conservative elements of the preliberal tradition-the ""common-good"" political tradition of the West. This tradition, of course, did not describe itself as ""conservative""; it was simply the tradition of the West itself. But it was, by definition, ""conservative"" in the sense that it sought guidance from the past, both philosophically, historically, as well as from the well of experience. This tradition perpetuated itself through time and across generations, seek- ing to pass along wisdom of the past to the present and the future. It encouraged human projects that transcended life spans, exemplified in the great cathedrals of Europe. But above all, because this tradition was antecedent to any ideological belief in the promise of progress-which would become the hallmark of modern philosophy beginning with the advent of liberalism-the label ""conservative"" reflects the original es- chewal by the common-good tradition of a social order that uproots, transforms, and destabilizes. Continuity, balance, order, and stability, grounded in the unchanging truths knowable through human reason and also present in the Christian inheritance of the West, were among its constitutive political commitments.

Page 68",1,"Oct 23, 2024",No,0
31FB50B9-20A9-42F4-A4AB-A83F382ECB33,CSipEAAAQBAJ,Regime Change,Quote,,"Early liberals— concerned especially about the threat ""the many"" posed toward a regime that prized the prospect of unequal economic outcomes-would often appeal to the theoretical consent of the people in order to limit popular ability to limit individual rights. To this day, ""classical liberalism""-which bears the strongest resemblance to the foundational liberalism of the early mod- ern tradition-is especially suspicious of majoritarian democracy, with some of its most libertarian-minded thinkers consistently revisiting doubts about the governing abilities and apparent ignorance of ordinary people, with accompanying calls to restrain their participation in poli- tics, whether institutionally or informally.

Page 71",1,"Oct 23, 2024",No,0
D45B51A9-824D-4F6E-8982-7ADCC3360937,CSipEAAAQBAJ,Regime Change,Quote,," Liberalism was unified in its view that a new elite would and should be a force for advancement and progress in a modernizing world. Clas- sical liberals believed in unleashing the energy and talent of gifted people— especially in economic affairs. John Locke, for instance, be- lieved that society would benefit if governments protected the essential right of property, allowing for the differentiation between ""the indus- trious and rational"" from ""covetousness"" of ""the quarrelsome and con- tentious."" Locke observed an existing society in which the differentiation between the many and the few, aristocrats and peasants, failed to iden- tify and reward ""the industrious and rational.""^ By reordering society on the basis of talent and success, and thus adding value to the other- wise dormant value of the material stock of the world, Locke believed that a new and different elite might emerge. The protection of the rights of property became paramount, thereby promoting the differentiation of talent and inequality of property that Locke expected to develop.

Page 72",1,"Oct 23, 2024",No,0
