ID,Title,Type,Book IDs,Book Titles,Date Created
2B05CF7C-EFF8-4DC7-839A-DE6F584E37BF,Social Science,Categories,NqEhEAAAQBAJ;Aa__0_24WyoC;Vl2NEAAAQBAJ;pbqkDwAAQBAJ;W2W2AAAAIAAJ;ZkR0DwAAQBAJ;y1ebEAAAQBAJ;4WN5DwAAQBAJ;-9xxEAAAQBAJ;V0PREAAAQBAJ;OT-dEAAAQBAJ;mO9mEAAAQBAJ;U6asEAAAQBAJ;HFHpCAAAQBAJ;qG1MEQAAQBAJ;NGA9DwAAQBAJ,The Social Construction of Reality;The Sacred Canopy;The Culture of Narcissism;The Coddling of the American Mind;Invitation to Sociology;Discrimination and Disparities;God and Money;Seculosity;Of Boys and Men;Poverty for Profit;Caste;From Caligari to Hitler;How to Know a Person;The Secret of Our Success;Against the Machine;Nudge,"Feb 18, 2024"
F32615A0-7CD2-4094-8160-32AAAECA72BD,Computer Programming,Categories,JHtxQgAACAAJ,Extreme Programming Applied,"Feb 18, 2024"
6585C0D6-725D-40D8-842E-688AE550251E,Classics,Categories,yBJShX4BLVYC;Tb00PitOrZMC;ayJpGQeyxgkC;k_LQBAAAQBAJ;kotPYEqx7kMC;WZ0f_yUgc0UC;DSwoDQAAQBAJ;-nbItAEACAAJ;t2vfDQAAQBAJ,Anna Karenina;Crime and Punishment;To Kill a Mockingbird 40th;Les Miserables;1984;The Return Of The King;Narrative of the Life of Frederick Douglass (Second Edition);The Iliad (AmazonClassics Edition);It Can't Happen Here,"Feb 18, 2024"
D2F85782-7832-432E-8B38-0B489AE0B890,General,Categories,k_LQBAAAQBAJ;90HozgEACAAJ;ayJpGQeyxgkC;vZ9hpRvIQRsC;HqE5Yb6MKKUC;ez8FAQAAIAAJ;kwgKEQAAQBAJ,Les Miserables;The Great Gatsby;To Kill a Mockingbird 40th;The Son;Ask the Dust;Augustus;Siddhartha,"Feb 18, 2024"
6AB6C436-B9C2-42BE-BE73-11F3D8966936,Psychology,Categories,pbqkDwAAQBAJ;TEsrDwAAQBAJ;evw5ywEACAAJ;XfFvDwAAQBAJ;6rArzgEACAAJ;HFHpCAAAQBAJ,"The Coddling of the American Mind;Cheap Sex;The Science of Rapid Skill Acquisition;Atomic Habits;Lead, Develop, Care;The Secret of Our Success","Feb 18, 2024"
BFC1ACE2-2EB1-46B1-A604-0BEC19E1321A,Dystopian,Categories,hoGkPfds4tAC;kotPYEqx7kMC,Fight Club: A Novel;1984,"Feb 18, 2024"
52613B71-25A3-444E-96DD-12CA2A1C626B,Literary,Categories,BN2JDQAAQBAJ;kotPYEqx7kMC;Tb00PitOrZMC;ayJpGQeyxgkC;dAhzEAAAQBAJ;X02TzN09yHYC;yBJShX4BLVYC;u0W4zg1OzBEC;S6BJ94y1jnwC;3QOZBAAAQBAJ;NX3ZCwAAQBAJ;gueZIor5UXYC;MfgZEAAAQBAJ;Z0dH1DLiSTEC;ez8FAQAAIAAJ;J4qHCF5kAh4C,All the Pretty Horses;1984;Crime and Punishment;To Kill a Mockingbird 40th;War and Peace;The Odyssey of Political Theory;Anna Karenina;The Bonfire of the Vanities;No Country for Old Men;How to Read a Book;Rules for a Knight;The Tao of Pooh;Recovering the Lost Art of Reading;The Moviegoer;Augustus;Pilgrim at Tinker Creek,"Feb 18, 2024"
045E2362-38AB-4A38-9490-F0DFBB760FC3,Political,Categories,TEs0AAAAMAAJ;ZkR0DwAAQBAJ;vhRCPgAACAAJ;kotPYEqx7kMC;koCHEAAAQBAJ;SCbNEAAAQBAJ;p6_sEAAAQBAJ;-9xxEAAAQBAJ;V0PREAAAQBAJ;T85MwgEACAAJ;9iv70AEACAAJ;t2vfDQAAQBAJ,The Technological Society;Discrimination and Disparities;The Quest for Cosmic Justice;1984;Regime Change;Ghosted;Shepherds for Sale;Of Boys and Men;Poverty for Profit;What Is the Relationship Between Church and State?;The Unaccountability Machine;It Can't Happen Here,"Feb 18, 2024"
9B532ADD-C620-418D-8A74-C5F342756020,Romance,Categories,yBJShX4BLVYC;dAhzEAAAQBAJ;90HozgEACAAJ,Anna Karenina;War and Peace;The Great Gatsby,"Feb 18, 2024"
6493A7DD-2121-4C41-A131-C37F90562505,Psychological,Categories,Tb00PitOrZMC;hoGkPfds4tAC,Crime and Punishment;Fight Club: A Novel,"Feb 18, 2024"
C7DF9C66-A328-4ADF-A33F-4F32FECB8176,Prayer,Categories,PJidOwAACAAJ,A Praying Life,"Feb 18, 2024"
5DE0CE03-86E8-4F05-85D4-5BEAEAC6A003,Satire,Categories,u0W4zg1OzBEC;hoGkPfds4tAC,The Bonfire of the Vanities;Fight Club: A Novel,"Feb 18, 2024"
CE9DFC3B-7B5B-4C2D-BE79-82AB52028717,World Literature,Categories,u0W4zg1OzBEC,The Bonfire of the Vanities,"Feb 18, 2024"
99864FFF-A345-4972-BF4D-68EB139B6FD4,American Fiction,Categories,NdMnAQAAIAAJ;NdMnAQAAIAAJ,The Old Man and the Boy;The Old Man and the Boy,"Apr 9, 2024"
C4C8834A-BC31-43EA-992E-1CA75FE54162,Christian Leadership,Categories,0ob-ygEACAAJ;0ob-ygEACAAJ,Lead;Lead,"Apr 9, 2024"
AA38DC9E-E478-4B4A-935E-D4C6B8813820,Civilization,Categories,VXMszQEACAAJ,The Rise and Triumph of the Modern Self,"Apr 9, 2024"
498CFFE5-5F1E-4BAD-A169-E7E32C5C27BF,Cosmology,Categories,SoQoAQAAIAAJ;SoQoAQAAIAAJ,Science and Creation;Science and Creation,"Apr 9, 2024"
E67E5A57-47C4-4EE6-B5D8-A35F006143A8,Drama,Categories,wemvDwAAQBAJ;wemvDwAAQBAJ,Macbeth;Macbeth,"Apr 9, 2024"
8F93F3A5-EDA4-4A99-9DCA-36AC3E422122,Fairy Tales,Categories,WZ0f_yUgc0UC;-nbItAEACAAJ,The Return Of The King;The Iliad (AmazonClassics Edition),"Apr 9, 2024"
F81103C7-763A-43CC-B148-C97590953C30,Fantasy,Categories,WZ0f_yUgc0UC;JZ5UFcsMaKAC;NX3ZCwAAQBAJ;QVn-CgAAQBAJ,The Return Of The King;The Lord of the Rings;Rules for a Knight;The Way of Kings,"Apr 9, 2024"
61C72F31-7D0B-43DF-A61F-07B80BDC2DF7,Fantasy Fiction,Categories,JZ5UFcsMaKAC;JZ5UFcsMaKAC,The Lord of the Rings;The Lord of the Rings,"Apr 9, 2024"
60C5C8E0-6C17-4E55-818E-516D05FF11B3,Folk Tales,Categories,WZ0f_yUgc0UC;-nbItAEACAAJ,The Return Of The King;The Iliad (AmazonClassics Edition),"Apr 9, 2024"
4D7D5574-A3CC-48FB-B3D9-B30DACC437F2,France,Categories,C4xhAAAAMAAJ;C4xhAAAAMAAJ,McLuhan and Baudrillard;McLuhan and Baudrillard,"Apr 9, 2024"
90C2FB80-4F35-4508-BA97-66290ED8C574,Health & Fitness,Categories,oSg8zgEACAAJ;oSg8zgEACAAJ,The Real Anthony Fauci;The Real Anthony Fauci,"Apr 9, 2024"
77A51551-4CCB-44AB-AADB-84AA89944595,Juvenile Fiction,Categories,DjEGvymiKPoC;zIvzT2k1mvkC;19a89tylSp8C;tbwsTtuHmX4C;-BgJEAAAQBAJ;oBh3R5UWHWkC;6whEDgAAQBAJ,The Castle of Llyr;The High King;Taran Wanderer;The Black Cauldron;Harry and the Lady Next Door;Caps for Sale;Dick and Jane: Fun with Dick and Jane,"Apr 9, 2024"
A0973166-D1A5-4091-BCE8-5DA7C2AC5227,Knowledge,Categories,0Rtu8kCpvz4C;0Rtu8kCpvz4C,Personal Knowledge;Personal Knowledge,"Apr 9, 2024"
69B04760-C563-4C65-AEBE-03069CB68A6B,Legal,Categories,ayJpGQeyxgkC;ayJpGQeyxgkC,To Kill a Mockingbird 40th;To Kill a Mockingbird 40th,"Apr 9, 2024"
DD4A69EF-9FC3-4CF7-BD77-F190367A193B,Legends & Mythology,Categories,WZ0f_yUgc0UC;-nbItAEACAAJ,The Return Of The King;The Iliad (AmazonClassics Edition),"Apr 9, 2024"
E0D2175B-58A7-47C0-AD10-C37D73B0BF8E,Medical,Categories,oSg8zgEACAAJ;0fZZQHOfdAAC;0fZZQHOfdAAC,The Real Anthony Fauci;The Conscious Mind;The Conscious Mind,"Apr 9, 2024"
0495ACC6-422C-4155-94AD-1E9545193EF8,Modern,Categories,VXMszQEACAAJ,The Rise and Triumph of the Modern Self,"Apr 9, 2024"
58D61148-880E-44BA-B355-76B678427831,Nature,Categories,sB2QEAAAQBAJ;fg_uEAAAQBAJ;J4qHCF5kAh4C,What Are People For?;Bright Shining;Pilgrim at Tinker Creek,"Apr 9, 2024"
CFA88A23-7596-4338-857C-2B46EA51A170,Personality,Categories,tAl3zwEACAAJ,Personality and Worldview,"Apr 9, 2024"
5AEAD3D6-DD7E-4718-ABC5-54CAC40EC1F7,Spiritual Formation,Categories,_vV6vwEACAAJ;_vV6vwEACAAJ,Renovation of the Heart;Renovation of the Heart,"Apr 9, 2024"
8CD59D0A-2F8E-45AC-BAEC-BD917378E326,Young Adult Fiction,Categories,WZ0f_yUgc0UC;WZ0f_yUgc0UC,The Return Of The King;The Return Of The King,"Apr 9, 2024"
B9EC58BE-93AF-44D0-A5F7-C586AAD5CFBC,Humor,Categories,gueZIor5UXYC;1Kn1VP4TX-gC,The Tao of Pooh;Parliament of Whores,"May 17, 2024"
8285D5B9-FC45-4A23-A4CA-52F44D68EA66,Law,Categories,FLum3ZYdfuQC,The Columbian Orator,"Jul 8, 2024"
84F27228-DA2A-4B3B-997F-BA53DC32ED0D,Reference,Categories,FLum3ZYdfuQC;tPkZ3WU1BM8C,"The Columbian Orator;On Writing Well, 30th Anniversary Edition","Jul 8, 2024"
79CB4236-234C-4509-A473-E757BAD5C1B7,Sagas,Categories,BN2JDQAAQBAJ;S6BJ94y1jnwC;KY6YDwAAQBAJ,All the Pretty Horses;No Country for Old Men;This Is Happiness,"Jul 12, 2024"
A44C03A4-9D20-4D00-9665-692C675873D9,Westerns,Categories,BN2JDQAAQBAJ;S6BJ94y1jnwC,All the Pretty Horses;No Country for Old Men,"Jul 12, 2024"
32598C7F-FE46-46CD-9645-0ECFE71E8F82,Education,Categories,pbqkDwAAQBAJ;evw5ywEACAAJ;xq7DDwAAQBAJ,The Coddling of the American Mind;The Science of Rapid Skill Acquisition;Mathematics for Human Flourishing,"Jul 13, 2024"
270A2390-9C79-4380-8C5E-0558685AF7CE,Visionary & Metaphysical,Categories,NX3ZCwAAQBAJ,Rules for a Knight,"Jan 20, 2025"
9B340952-FD06-4F1F-97DD-7F76EE9114FF,Body,Categories,fg_uEAAAQBAJ;2WZ7DQAAQBAJ;l3dtEAAAQBAJ,Bright Shining;The Sacred Enneagram;The Creative Act,"Jan 20, 2025"
4CA3B9C3-576B-4483-AA3A-58D2F08083DC,Mind & Spirit,Categories,fg_uEAAAQBAJ;2WZ7DQAAQBAJ;l3dtEAAAQBAJ,Bright Shining;The Sacred Enneagram;The Creative Act,"Jan 20, 2025"
074D25A0-7080-4F1B-9D58-4E88C43D7C11,Cooking,Categories,UqWzswEACAAJ,The Gospel Comes with a House Key,"Feb 14, 2025"
F14E6D8D-7303-4EAB-963C-79FA5B9DF422,Borrowed,Borrowed,,,"Feb 15, 2025"
33541451-B165-4CA1-91B8-993F5EA8DD69,Performing Arts,Categories,mO9mEAAAQBAJ;EVmminvaWDQC,From Caligari to Hitler;Impro,"Feb 15, 2025"
